,tags
14155,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '157', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'addr:street': 'Chadwick Court', 'brand': ""McDonald's"", 'addr:city': 'North Vancouver'}"
14156,"{'addr:housenumber': '143', 'addr:street': 'Chadwick Court', 'addr:city': 'North Vancouver'}"
14157,"{'brand:wikidata': 'Q1820137', 'addr:housenumber': '150', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'dispensing': 'yes', 'addr:street': 'West Esplanade Street', 'brand': 'Shoppers Drug Mart', 'healthcare': 'pharmacy', 'addr:city': 'North Vancouver'}"
14158,"{'cuisine': 'japanese', 'addr:housenumber': '100', 'addr:street': 'East 1st Street', 'addr:city': 'North Vancouver'}"
14159,"{'cuisine': 'pizza', 'addr:housenumber': '124', 'addr:street': 'West 1st Street', 'addr:unit': '100', 'addr:city': 'North Vancouver'}"
14160,"{'brand:wikidata': 'Q3472954', 'addr:housenumber': '148', 'brand:wikipedia': ""en:Nando's"", 'addr:street': 'East 13th Street', 'brand': ""Nando's"", 'addr:city': 'North Vancouver'}"
14161,"{'brand:wikidata': 'Q1820137', 'addr:housenumber': '1306', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'dispensing': 'yes', 'addr:street': 'Lonsdale Avenue', 'brand': 'Shoppers Drug Mart', 'healthcare': 'pharmacy', 'addr:city': 'North Vancouver'}"
14162,"{'brand:wikidata': 'Q451476', 'addr:housenumber': '1357', 'brand:wikipedia': 'en:Scotiabank', 'addr:street': 'Lonsdale Avenue', 'brand': 'Scotiabank', 'addr:city': 'North Vancouver'}"
14163,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '1356', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': 'Lonsdale Avenue', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'North Vancouver'}"
14164,"{'addr:housenumber': '1205', 'addr:street': 'Lonsdale Avenue', 'addr:city': 'North Vancouver'}"
14165,"{'addr:housenumber': '1211', 'addr:street': 'Lonsdale Avenue', 'addr:city': 'North Vancouver'}"
14166,"{'addr:housenumber': '1200', 'dispensing': 'yes', 'addr:street': 'Lonsdale Avenue', 'addr:unit': '102', 'healthcare': 'pharmacy', 'addr:city': 'North Vancouver'}"
14167,"{'addr:housenumber': '805', 'phone': '+1-604-871-0007', 'addr:street': 'West Broadway', 'addr:postcode': 'V5Z 1K1', 'addr:unit': '111', 'addr:city': 'Vancouver'}"
14189,"{'addr:housenumber': '3122', 'phone': '+1-604-870-3798', 'opening_hours': 'Mo-Fr 09:00-21:00; Sa 09:00-19:00; Su 12:00-18:00; PH off', 'description': 'inside London Drugs', 'addr:street': 'Mount Lehman Road', 'addr:postcode': 'V2T 4M0', 'addr:unit': 'L110', 'operator': 'Canada Post', 'url': 'https://www.canadapost.ca/cpotools/apps/fpo/personal/findPostOfficeDetail?outletId=%20gd52726b8adfde566_0000104305'}"
14195,"{'cuisine': 'kebab', 'takeaway': 'yes', 'smoking': 'no'}"
14196,"{'opening_hours': 'Mo-Sa 11:30-21:30; Su,PH 12:00-21:00', 'cuisine': 'sushi', 'addr:housenumber': '3349', 'addr:street': 'Cambie Street', 'phone': '+1-604-872-3434'}"
14207,"{'addr:housenumber': '476', 'addr:street': 'Granville Street'}"
14208,"{'addr:housenumber': '1199', 'addr:street': 'West Cordova Street'}"
14215,"{'addr:province': 'BC', 'addr:housenumber': '13790', 'addr:street': '72 Avenue', 'addr:unit': '101', 'addr:city': 'Surrey'}"
14216,"{'addr:province': 'BC', 'addr:housenumber': '15940', 'addr:street': 'Fraser Highway', 'addr:unit': '401', 'addr:city': 'Surrey'}"
14217,"{'brand:wikidata': 'Q894578', 'addr:province': 'BC', 'addr:housenumber': '15980', 'brand:wikipedia': 'en:Boston Pizza', 'cuisine': 'pizza', 'addr:street': 'Fraser Highway', 'brand': 'Boston Pizza', 'addr:unit': '801', 'addr:city': 'Surrey'}"
14218,"{'brand:wikidata': 'Q1089932', 'addr:province': 'BC', 'addr:housenumber': '8434', 'brand:wikipedia': ""en:Church's Chicken"", 'cuisine': 'chicken', 'addr:street': 'Scott Road', 'takeaway': 'yes', 'brand': ""Church's Chicken"", 'addr:city': 'Surrey'}"
14219,"{'addr:province': 'BC', 'cuisine': 'chinese', 'addr:housenumber': '8223', 'addr:street': 'Scott Road', 'addr:city': 'Delta'}"
14220,"{'addr:province': 'BC', 'addr:housenumber': '8181', 'dispensing': 'yes', 'addr:street': '120A Street', 'healthcare': 'pharmacy', 'addr:city': 'Surrey'}"
14221,"{'addr:province': 'BC', 'cuisine': 'pizza', 'addr:housenumber': '8434', 'addr:street': 'Scott Road', 'addr:city': 'Surrey'}"
14222,"{'addr:province': 'BC', 'addr:housenumber': '8556', 'cuisine': 'sushi', 'addr:street': 'Scott Road', 'addr:unit': '110a', 'addr:city': 'Surrey'}"
14223,"{'addr:province': 'BC', 'cuisine': 'pizza', 'addr:housenumber': '8651', 'addr:street': 'Scott Road', 'addr:city': 'Delta'}"
14224,"{'addr:province': 'BC', 'cuisine': 'vietnamese', 'addr:housenumber': '8699', 'addr:street': 'Scott Road', 'addr:city': 'Delta'}"
14225,"{'addr:province': 'BC', 'addr:housenumber': '9368', 'addr:street': 'Scott Road', 'addr:city': 'Surrey'}"
14226,"{'addr:province': 'BC', 'addr:housenumber': '9386', 'addr:street': 'Scott Road', 'addr:unit': '103', 'addr:city': 'Surrey'}"
14227,"{'addr:province': 'BC', 'cuisine': 'pizza', 'addr:housenumber': '9403', 'addr:street': 'Scott Road', 'addr:city': 'Delta'}"
14228,"{'addr:province': 'BC', 'addr:housenumber': '9535', 'addr:street': 'Scott Road', 'addr:city': 'Delta'}"
14229,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V5E 2T0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
14230,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V6K 1P0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
14231,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V6Y 3Y0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
14232,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V7P 1T0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
14233,"{'addr:housenumber': '1268', 'website': 'https://miracleprescriptions.com/', 'phone': '+1 604 770-2030', 'addr:street': 'Marine Drive', 'fax': '+1 604 770-2035', 'brand': ""Remedy'sRx"", 'source:position': 'https://fcr.ca/wp-content/uploads/2019/12/Pemberton-Plaza_Final-Site-Plan.pdf'}"
14235,"{'brand:wikidata': 'Q1032001', 'brand:wikipedia': 'en:Canada Post', 'addr:postcode': 'V6X 3L0', 'brand': 'Canada Post', 'operator': 'Canada Post', 'name:zh': '時代坊郵局'}"
14236,"{'brand:wikidata': 'Q1032001', 'brand:wikipedia': 'en:Canada Post', 'addr:postcode': 'V6X 2X0', 'brand': 'Canada Post', 'addr:unit': '942', 'operator': 'Canada Post', 'source:position': 'https://lansdowne-centre.com/'}"
14240,"{'addr:housenumber': '3619', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}"
14241,"{'addr:housenumber': '3318', 'addr:street': 'Cambie Street', 'addr:city': 'Vancouver'}"
14242,"{'opening_hours': 'Mo-Su,PH 11:30-22:00'}"
14243,"{'addr:housenumber': '3346', 'addr:street': 'Cambie Street', 'addr:city': 'Vancouver'}"
14244,"{'addr:housenumber': '3338', 'addr:street': 'Cambie Street', 'addr:city': 'Vancouver'}"
14245,"{'addr:housenumber': '8300', 'addr:street': 'Capstan Way', 'addr:unit': '1300', 'addr:city': 'Richmond'}"
14246,"{'addr:housenumber': '9020', 'addr:street': 'Capstan Way', 'addr:unit': '160', 'addr:city': 'Richmond'}"
14247,"{'addr:housenumber': '9020', 'addr:street': 'Capstan Way', 'addr:unit': '120', 'addr:city': 'Richmond'}"
14248,"{'addr:housenumber': '8571', 'addr:street': 'Alexandra Road', 'addr:city': 'Richmond'}"
14249,"{'addr:housenumber': '8531', 'addr:street': 'Alexandra Road', 'addr:unit': '108', 'addr:city': 'Richmond'}"
14250,"{'addr:housenumber': '5300', 'addr:street': 'No. 3 Road', 'addr:city': 'Richmond'}"
14251,"{'addr:housenumber': '4751', 'addr:street': 'Garden City Road', 'addr:unit': '112', 'addr:city': 'Richmond'}"
14252,"{'addr:housenumber': '4731', 'addr:street': 'Garden City Road', 'addr:unit': '150', 'addr:city': 'Richmond'}"
14253,"{'addr:housenumber': '4651', 'addr:street': 'Garden City Road', 'addr:unit': '110', 'addr:city': 'Richmond'}"
14254,"{'addr:housenumber': '4651', 'addr:street': 'No. 3 Road', 'addr:unit': '105', 'addr:city': 'Richmond'}"
14255,"{'addr:housenumber': '8053', 'addr:street': 'Alexandra Road', 'addr:city': 'Richmond'}"
14256,"{'addr:housenumber': '4940', 'addr:street': 'No. 3 Road', 'addr:unit': '115', 'addr:city': 'Richmond'}"
14257,"{'addr:housenumber': '8080', 'name:en': 'Super Stars Cafe', 'addr:street': 'Leslie Road', 'addr:unit': '110', 'addr:city': 'Richmond', 'name:zh': '名人餐廳'}"
14258,"{'addr:housenumber': '8080', 'addr:street': 'Leslie Road', 'addr:unit': '210', 'addr:city': 'Richmond'}"
14259,"{'addr:housenumber': '8031', 'addr:street': 'Leslie Road', 'addr:unit': '120', 'addr:city': 'Richmond'}"
14260,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '1696', 'brand:wikipedia': 'en:Subway (restaurant)', 'drive_through': 'no', 'cuisine': 'sandwich', 'addr:street': 'Salt Street', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}"
14261,"{'brand:wikidata': 'Q451476', 'addr:housenumber': '1750', 'brand:wikipedia': 'en:Scotiabank', 'addr:street': 'Manitoba Street', 'brand': 'Scotiabank', 'addr:city': 'Vancouver'}"
14262,"{'addr:housenumber': '1764', 'addr:street': 'Manitoba Street', 'addr:city': 'Vancouver'}"
14263,"{'addr:housenumber': '97', 'addr:street': 'West 2nd Avenue', 'addr:city': 'Vancouver'}"
14264,"{'addr:housenumber': '103', 'addr:street': 'West 2nd Avenue', 'addr:city': 'Vancouver'}"
14265,"{'addr:housenumber': '255', 'addr:street': 'West 2nd Avenue', 'addr:city': 'Vancouver'}"
14266,"{'addr:housenumber': '2323', 'addr:street': 'Cambie Street', 'addr:city': 'Vancouver'}"
14267,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '2378', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Th 06:00-20:30; Fr 06:00-21:00; Sa,Su 07:00-20:30', 'cuisine': 'coffee_shop', 'addr:street': 'Cambie Street', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}"
14268,"{'addr:housenumber': '450', 'addr:street': 'West 8th Avenue', 'addr:city': 'Vancouver'}"
14269,"{'brand:wikidata': 'Q1051593', 'addr:housenumber': '2538', 'brand:wikipedia': 'en:Johnny Rockets', 'cuisine': 'burger', 'addr:street': 'Oak Street', 'brand': 'Johnny Rockets', 'addr:city': 'Vancouver'}"
14270,"{'wheelchair': 'yes', 'note': 'Wood, seats 2, dividing metal arm rest, covered, concrete ground', 'backrest': 'yes', 'ele': '1.5 feet'}"
14271,"{'wheelchair': 'yes', 'note': 'Division arm rest, wooden, covered, on concrete, metal arm rests, seats 2', 'backrest': 'yes', 'ele': '1.5 feet'}"
14272,"{'wheelchair': 'yes', 'note': 'Covered, wooden, accomodates 3 people, on concrete, no siderest', 'backrest': 'yes', 'ele': '2.5ft'}"
14273,"{'wheelchair': 'no', 'note': 'Wooden, 3 arm rests, uncovered, on concrete,', 'backrest': 'yes', 'ele': '1.5 feet'}"
14274,"{'wheelchair': 'no', 'note': 'Wooden, no side rests, back rest is glass, accomodates 2 people, uncovered', 'backrest': 'yes', 'ele': '2ft above'}"
14275,"{'wheelchair': 'yes', 'note': 'Wooden, no side rests, back rest is glass, accomodates 2 people, uncovered', 'backrest': 'yes', 'ele': '1.5 feet'}"
14277,"{'wheelchair': 'yes', 'note': 'Metal chairs and tables, a little flimsy, 15 chairs, arm rest, not covered, fun open gathering space, road is blocked off', 'backrest': 'yes', 'ele': '1.5ft'}"
14278,"{'wheelchair': 'yes', 'note': 'Metal Arm rest, wooden, on concrete, seats 3, covered', 'backrest': 'yes', 'ele': '1.5 feet'}"
14279,"{'wheelchair': 'yes', 'note': 'Wooden, metal back rest, seats 3, covered, on concrete', 'backrest': 'yes', 'ele': '1.5 feet'}"
14282,"{'addr:housenumber': '2645', 'website': 'https://kitsilanoanimalclinic.ca', 'phone': '+1-604-736-8648', 'opening_hours': 'Mo-Fr 09:00-18:00; Sa 09:00-17:00', 'addr:street': 'West 4th Avenue', 'addr:postcode': 'V6K 1P8', 'addr:city': 'Vancouver'}"
14283,"{'opening_hours': 'Mo-Su: 17:00-12:00; Kitchen: 17:00-21:45', 'note': 'Hours Of Operation Kitchen: 5:00pm - 9:45pm Bar: 5:00pm - 12:00am', 'website': 'http://www.annalena.ca', 'outdoor_seating': 'no', 'phone': '+1-604-379-4052'}"
14284,"{'addr:housenumber': '1898', 'website': 'http://www.cacaovancouver.com', 'phone': '+1-604-731-5370', 'opening_hours': 'Tu-Sa 17:00-23:00', 'addr:street': 'West 1st Avenue', 'addr:postcode': 'V6J 1G5'}"
14285,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '2801', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'East Hastings Street', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'addr:city': 'Vancouver'}"
14286,"{'addr:housenumber': '3596', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}"
14287,"{'website': 'https://33brewingexp.com/', 'shop': 'alcohol', 'outdoor_seating': 'no', 'phone': '+1-604-812-4281', 'email': 'hi@33brewingexp.com'}"
14288,"{'website': 'http://33acresbrewing.com/', 'shop': 'alcohol', 'phone': '+1-604-620-4589', 'drive_through': 'no', 'opening_hours': 'Mo-Fr 09:00-23:00; Sa-Su 10:00-23:00', 'outdoor_seating': 'no', 'email': 'beer@33acresbrewing.com'}"
14289,"{'addr:housenumber': '602', 'phone': '+1-604-559-3435', 'cuisine': 'coffee_shop', 'addr:street': 'West Cordova Street', 'addr:postcode': 'V6B 5A7', 'addr:city': 'Vancouver'}"
14291,"{'website': 'http://www.readingtown.com', 'level': '0', 'addr:unit': '107'}"
14292,"{'addr:housenumber': '2657', 'website': 'https://76pizza.ca', 'phone': '+1-604-744-2888', 'opening_hours': 'Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 12:00-23:00; Su 12:00-22:00', 'cuisine': 'pizza', 'addr:street': 'Ware Street', 'addr:postcode': 'V2S 3E7'}"
14295,"{'addr:housenumber': '1018', 'opening_hours': 'Mo-Th 09:00-21:00; Fr 09:00-16:00; Sa 10:00-16:00', 'addr:street': 'Seymour Street', 'addr:postcode': 'V6B 3M6', 'healthcare': 'clinic', 'addr:city': 'Vancouver'}"
14296,"{'addr:housenumber': '188', 'website': 'http://jjbeancoffee.com/locations/', 'internet_access': 'no', 'phone': '+1-604-559-8965', 'smoking': 'no', 'opening_hours': 'Mo-Fr 06:00-20:00; Sa-Su 07:00-20:00', 'addr:street': 'West 1st Avenue', 'addr:city': 'Vancouver'}"
14299,{'cuisine': 'chinese'}
14300,{'cuisine': 'burger'}
14301,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '2178', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Fr 09:00-22:00; Sa-Su 09:00-22:00', 'cuisine': 'sandwich', 'addr:street': 'Western Parkway', 'takeaway': 'yes', 'brand': 'Subway'}"
14302,"{'brand:wikidata': 'Q2818848', 'website': 'http://www.aw.ca', 'brand:wikipedia': 'en:A&W (Canada)', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'A&W'}"
14303,{'cuisine': 'pizza'}
14304,{'cuisine': 'japanese'}
14305,"{'addr:housenumber': '1101', 'internet_access': 'yes', 'phone': '+1-604-685-5333', 'opening_hours': 'Mo-Fr 05:30-18:00; Sa-Su 06:30-17:00', 'cuisine': 'coffee_shop', 'addr:street': 'West Pender Street', 'addr:postcode': 'V6E 2P4', 'addr:city': 'Vancouver'}"
14306,"{'delivery': 'no', 'cuisine': 'sandwich', 'takeaway': 'yes', 'smoking': 'no'}"
14310,"{'website': 'https://www.montrosedentalcentre.com/', 'phone': '+1-604-853-5677', 'level': '1', 'description': 'General Dentistry', 'addr:unit': '203', 'operator': 'Dr Chris Barlow', 'healthcare': 'dentist'}"
14311,"{'shop': 'massage', 'old_name': 'West Coast Health Collective', 'level': '1', 'description': 'Counselling, Massage, Yoga', 'sport': 'yoga', 'addr:unit': 'A'}"
14312,"{'addr:housenumber': '33790', 'website': 'https://m.facebook.com/Sushiteria-Catering-284065476849', 'phone': '+1-604-852-6988', 'opening_hours': 'Mo-Sa 11:30-20:00; Su off', 'cuisine': 'sushi', 'addr:street': 'George Ferguson Way', 'addr:postcode': 'V2S 2M6'}"
14313,"{'website': 'https://sound-of-music.ca/', 'education': 'music', 'shop': 'musical_instrument', 'phone': '+1-604-859-0400', 'opening_hours': 'Mo-Fr 10:00-18:00; Sa 10:00-17:00; Su off', 'addr:unit': '103'}"
14314,"{'website': 'https://m.facebook.com/bankruptsocial', 'old_name': 'Foundation Bar;Nineteen 33 Speakeasy Lounge', 'phone': '+1-604-859-5255', 'level': '0', 'opening_hours': '11:00-00:00', 'outdoor_seating': 'yes', 'url': 'http://www.downtownabbotsford.com/business/bankrupt-social-spot'}"
14315,"{'addr:housenumber': '33820', 'alt_name': 'Abbotsford CCRR', 'website': 'http://www.abbotsfordccrr.ca', 'level': '0', 'addr:street': 'South Fraser Way', 'office': 'government', 'addr:postcode': 'V2S 2C5', 'addr:unit': '1B'}"
14318,"{'social_facility:for': 'youth', 'operator': 'Abbotsford Community Services', 'social_facility': 'outreach'}"
14319,"{'opening_hours': 'Mo-Fr 08:30-16:30', 'social_facility:for': 'family', 'operator': 'Abbotsford Community Services', 'social_facility': 'outreach'}"
14322,"{'website': 'https://www.newpassagetoindia.com/', 'phone': '+1-604-855-7100', 'level': '0', 'description': 'Banquet Hall entrance', 'entrance': 'yes', 'operator': 'New Passage to India'}"
14323,"{'website': 'http://atangardcommunityproject.blogspot.ca', 'level': '1', 'social_facility:for': 'underprivileged', 'entrance': 'yes', 'social_facility': 'group_home', 'start_date': '2009-09-01'}"
14324,"{'opening_hours': 'Su-Tu 11:00-23:00, We-Sa 23:00-01:00', 'alt_name': 'Gators! Pub', 'website': 'http://www.fraservalleyinn.com', 'entrance': 'yes', 'phone': '+1-604-853-3307'}"
14325,"{'website': 'https://www.newpassagetoindia.com/', 'internet_access': 'wlan', 'phone': '+1-604-855-7100', 'level': '0', 'internet_access:fee': 'no', 'opening_hours': 'Mo-Sa 11:00-22:00; Su 16:00-22:00', 'cuisine': 'indian', 'entrance': 'yes'}"
14326,"{'alt_name': 'Phoenix Diner Phó Noodle', 'website': 'https://www.facebook.com/pages/Phoenix-Diner/131948300159445', 'phone': '+1-604-852-3735', 'opening_hours': 'Mo-Sa 07:30-18:00; Su 09:00-14:30', 'description': 'Noodle House', 'cuisine': 'vietnamese'}"
14328,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}"
14329,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '987', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Mainland Street', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}"
14330,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '868', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 05:30-20:00; Sa-Su 07:00-19:00', 'cuisine': 'coffee_shop', 'addr:street': 'Beatty Street', 'takeaway': 'yes', 'brand': 'Starbucks'}"
14331,"{'brand:wikidata': 'Q1820137', 'addr:housenumber': '1006', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'addr:street': 'Homer Street', 'brand': 'Shoppers Drug Mart', 'healthcare': 'pharmacy', 'addr:city': 'Vancouver'}"
14332,{'entrance': 'main'}
14333,{'religion': 'christian'}
14334,"{'denomination': 'roman_catholic', 'religion': 'christian'}"
14335,"{'addr:housenumber': '1450', 'addr:street': 'Delta Avenue', 'addr:postcode': 'V5B 3G2'}"
14336,{}
14337,{}
14340,"{'addr:housenumber': '775', 'addr:street': 'Mariner Way'}"
14341,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '4801', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'name:en': ""McDonald's"", 'addr:street': 'Hastings Street', 'takeaway': 'yes', 'brand': ""McDonald's""}"
14342,"{'brand:wikidata': 'Q38076', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""McDonald's""}"
14343,"{'addr:housenumber': '3684', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}"
14344,"{'payment:credit_cards': 'yes', 'drive_through': 'no', 'cuisine': 'burger;ice_cream', 'payment:debit_cards': 'yes', 'takeaway': 'yes', 'brand': 'Dairy Queen'}"
14345,"{'brand:wikidata': 'Q37158', 'cuisine': 'coffee_shop', 'website': 'https://www.starbucks.ca/', 'brand': 'Starbucks', 'brand:wikipedia': 'en:Starbucks'}"
14347,"{'opening_hours': 'Mo-Su 06:00-21:00', 'addr:housenumber': '5590', 'addr:street': '200 Street', 'operator': 'Petro-Canada'}"
14352,{'website': 'http://www.snugcafe.ca/'}
14354,"{'addr:housenumber': '2232', 'website': 'www.zensushi.ca', 'phone': '+1-604-925-0667', 'cuisine': 'japanese', 'outdoor_seating': 'yes', 'addr:street': 'Marine Drive', 'drive_in': 'no'}"
